store,item,month,dayofweek,year,sales
2,1,2,2,2018,23.468523962843815
2,1,3,3,2018,28.43554354417581
2,1,3,4,2018,31.0388971711608
2,1,3,5,2018,33.94153548261977
2,1,3,6,2018,36.177026047134056
2,1,3,0,2018,20.961904908720207
2,1,3,1,2018,25.93684154660615
2,1,3,2,2018,26.124878907369297
2,1,3,3,2018,28.43554354417581
2,1,3,4,2018,31.0388971711608
2,1,3,5,2018,33.94153548261977
2,1,3,6,2018,36.177026047134056
2,1,3,0,2018,20.961904908720207
2,1,3,1,2018,25.93684154660615
2,1,3,2,2018,26.124878907369297
2,1,3,3,2018,28.43554354417581
2,1,3,4,2018,31.0388971711608
2,1,3,5,2018,33.94153548261977
2,1,3,6,2018,36.177026047134056
2,1,3,0,2018,20.961904908720207
2,1,3,1,2018,25.93684154660615
2,1,3,2,2018,26.124878907369297
2,1,3,3,2018,28.43554354417581
2,1,3,4,2018,31.0388971711608
2,1,3,5,2018,33.94153548261977
2,1,3,6,2018,36.177026047134056
2,1,3,0,2018,20.961904908720207
2,1,3,1,2018,25.93684154660615
2,1,3,2,2018,26.124878907369297
2,1,3,3,2018,28.43554354417581
2,1,3,4,2018,31.0388971711608
2,1,3,5,2018,33.94153548261977
3,1,1,0,2018,16.39829471060457
3,1,1,1,2018,19.067638498128325
3,1,1,2,2018,19.33934933547859
3,1,1,3,2018,20.2821603980463
3,1,1,4,2018,21.31411153409051
3,1,1,5,2018,22.85210649252898
3,1,1,6,2018,23.628440598026163
3,1,1,0,2018,16.39829471060457
3,1,1,1,2018,19.067638498128325
3,1,1,2,2018,19.33934933547859
3,1,1,3,2018,20.2821603980463
3,1,1,4,2018,21.31411153409051
3,1,1,5,2018,22.85210649252898
3,1,1,6,2018,23.628440598026163
3,1,1,0,2018,16.39829471060457
3,1,1,1,2018,19.067638498128325
3,1,1,2,2018,19.33934933547859
3,1,1,3,2018,20.2821603980463
3,1,1,4,2018,21.31411153409051
3,1,1,5,2018,22.85210649252898
3,1,1,6,2018,23.628440598026163
3,1,1,0,2018,16.39829471060457
3,1,1,1,2018,19.067638498128325
3,1,1,2,2018,19.33934933547859
3,1,1,3,2018,20.2821603980463
3,1,1,4,2018,21.31411153409051
3,1,1,5,2018,22.85210649252898
3,1,1,6,2018,23.628440598026163
3,1,1,0,2018,16.39829471060457
3,1,1,1,2018,19.067638498128325
3,1,1,2,2018,19.33934933547859
3,1,2,3,2018,21.95413018508808
3,1,2,4,2018,23.51482333541547
3,1,2,5,2018,25.418315569120203
3,1,2,6,2018,26.460136862129545
3,1,2,0,2018,17.423641411337893
3,1,2,1,2018,20.48590129230137
3,1,2,2,2018,20.674726450197948
3,1,2,3,2018,21.95413018508808
3,1,2,4,2018,23.51482333541547
3,1,2,5,2018,25.418315569120203
3,1,2,6,2018,26.460136862129545
3,1,2,0,2018,17.423641411337893
3,1,2,1,2018,20.48590129230137
3,1,2,2,2018,20.674726450197948
3,1,2,3,2018,21.95413018508808
3,1,2,4,2018,23.51482333541547
3,1,2,5,2018,25.418315569120203
3,1,2,6,2018,26.460136862129545
3,1,2,0,2018,17.423641411337893
3,1,2,1,2018,20.48590129230137
3,1,2,2,2018,20.674726450197948
3,1,2,3,2018,21.95413018508808
3,1,2,4,2018,23.51482333541547
3,1,2,5,2018,25.418315569120203
3,1,2,6,2018,26.460136862129545
3,1,2,0,2018,17.423641411337893
3,1,2,1,2018,20.48590129230137
3,1,2,2,2018,20.674726450197948
3,1,3,3,2018,25.110613640284658
3,1,3,4,2018,27.210890602597907
3,1,3,5,2018,29.705227951909386
3,1,3,6,2018,31.30711468383569
3,1,3,0,2018,19.107451526950186
3,1,3,1,2018,23.205044858964612
3,1,3,2,2018,23.33108139472343
3,1,3,3,2018,25.110613640284658
3,1,3,4,2018,27.210890602597907
3,1,3,5,2018,29.705227951909386
3,1,3,6,2018,31.30711468383569
3,1,3,0,2018,19.107451526950186
3,1,3,1,2018,23.205044858964612
3,1,3,2,2018,23.33108139472343
3,1,3,3,2018,25.110613640284658
3,1,3,4,2018,27.210890602597907
3,1,3,5,2018,29.705227951909386
3,1,3,6,2018,31.30711468383569
3,1,3,0,2018,19.107451526950186
3,1,3,1,2018,23.205044858964612
3,1,3,2,2018,23.33108139472343
3,1,3,3,2018,25.110613640284658
3,1,3,4,2018,27.210890602597907
3,1,3,5,2018,29.705227951909386
3,1,3,6,2018,31.30711468383569
3,1,3,0,2018,19.107451526950186
3,1,3,1,2018,23.205044858964612
3,1,3,2,2018,23.33108139472343
3,1,3,3,2018,25.110613640284658
3,1,3,4,2018,27.210890602597907
3,1,3,5,2018,29.705227951909386
4,1,1,0,2018,15.498933697834033
4,1,1,1,2018,17.55254570444718
4,1,1,2,2018,17.707138279693204
4,1,1,3,2018,18.483390789888183
4,1,1,4,2018,19.38561173892749
4,1,1,5,2018,20.303026915190625
4,1,1,6,2018,20.933632396303295
4,1,1,0,2018,15.498933697834033
4,1,1,1,2018,17.55254570444718
4,1,1,2,2018,17.707138279693204
4,1,1,3,2018,18.483390789888183
4,1,1,4,2018,19.38561173892749
4,1,1,5,2018,20.303026915190625
4,1,1,6,2018,20.933632396303295
4,1,1,0,2018,15.498933697834033
4,1,1,1,2018,17.55254570444718
4,1,1,2,2018,17.707138279693204
4,1,1,3,2018,18.483390789888183
4,1,1,4,2018,19.38561173892749
4,1,1,5,2018,20.303026915190625
4,1,1,6,2018,20.933632396303295
4,1,1,0,2018,15.498933697834033
4,1,1,1,2018,17.55254570444718
4,1,1,2,2018,17.707138279693204
4,1,1,3,2018,18.483390789888183
4,1,1,4,2018,19.38561173892749
4,1,1,5,2018,20.303026915190625
4,1,1,6,2018,20.933632396303295
4,1,1,0,2018,15.498933697834033
4,1,1,1,2018,17.55254570444718
4,1,1,2,2018,17.707138279693204
4,1,2,3,2018,20.15536057692996
4,1,2,4,2018,21.58632354025245
4,1,2,5,2018,22.86923599178186
4,1,2,6,2018,23.76532866040667
4,1,2,0,2018,16.524280398567434
4,1,2,1,2018,18.970808498620215
4,1,2,2,2018,19.04251539441256
4,1,2,3,2018,20.15536057692996
4,1,2,4,2018,21.58632354025245
4,1,2,5,2018,22.86923599178186
4,1,2,6,2018,23.76532866040667
4,1,2,0,2018,16.524280398567434
4,1,2,1,2018,18.970808498620215
4,1,2,2,2018,19.04251539441256
4,1,2,3,2018,20.15536057692996
4,1,2,4,2018,21.58632354025245
4,1,2,5,2018,22.86923599178186
4,1,2,6,2018,23.76532866040667
4,1,2,0,2018,16.524280398567434
4,1,2,1,2018,18.970808498620215
4,1,2,2,2018,19.04251539441256
4,1,2,3,2018,20.15536057692996
4,1,2,4,2018,21.58632354025245
4,1,2,5,2018,22.86923599178186
4,1,2,6,2018,23.76532866040667
4,1,2,0,2018,16.524280398567434
4,1,2,1,2018,18.970808498620215
4,1,2,2,2018,19.04251539441256
4,1,3,3,2018,23.311844032126547
4,1,3,4,2018,25.282390807434894
4,1,3,5,2018,27.156148374571078
4,1,3,6,2018,28.612306482112803
4,1,3,0,2018,18.20809051417973
4,1,3,1,2018,21.689952065283453
4,1,3,2,2018,21.69887033893804
4,1,3,3,2018,23.311844032126547
4,1,3,4,2018,25.282390807434894
4,1,3,5,2018,27.156148374571078
4,1,3,6,2018,28.612306482112803
4,1,3,0,2018,18.20809051417973
4,1,3,1,2018,21.689952065283453
4,1,3,2,2018,21.69887033893804
4,1,3,3,2018,23.311844032126547
4,1,3,4,2018,25.282390807434894
4,1,3,5,2018,27.156148374571078
4,1,3,6,2018,28.612306482112803
4,1,3,0,2018,18.20809051417973
4,1,3,1,2018,21.689952065283453
4,1,3,2,2018,21.69887033893804
4,1,3,3,2018,23.311844032126547
4,1,3,4,2018,25.282390807434894
4,1,3,5,2018,27.156148374571078
4,1,3,6,2018,28.612306482112803
4,1,3,0,2018,18.20809051417973
4,1,3,1,2018,21.689952065283453
4,1,3,2,2018,21.69887033893804
4,1,3,3,2018,23.311844032126547
4,1,3,4,2018,25.282390807434894
4,1,3,5,2018,27.156148374571078
5,1,1,0,2018,12.000245094133895
5,1,1,1,2018,12.137096843899103
5,1,1,2,2018,12.297057107462507
5,1,1,3,2018,11.849204332089922
5,1,1,4,2018,11.671873907586043
5,1,1,5,2018,11.821097628044143
5,1,1,6,2018,11.385088095351097
5,1,1,0,2018,12.000245094133895
5,1,1,1,2018,12.137096843899103
5,1,1,2,2018,12.297057107462507
5,1,1,3,2018,11.849204332089922
5,1,1,4,2018,11.671873907586043
5,1,1,5,2018,11.821097628044143
5,1,1,6,2018,11.385088095351097
5,1,1,0,2018,12.000245094133895
5,1,1,1,2018,12.137096843899103
5,1,1,2,2018,12.297057107462507
5,1,1,3,2018,11.849204332089922
5,1,1,4,2018,11.671873907586043
5,1,1,5,2018,11.821097628044143
5,1,1,6,2018,11.385088095351097
5,1,1,0,2018,12.000245094133895
5,1,1,1,2018,12.137096843899103
5,1,1,2,2018,12.297057107462507
5,1,1,3,2018,11.849204332089922
5,1,1,4,2018,11.671873907586043
5,1,1,5,2018,11.821097628044143
5,1,1,6,2018,11.385088095351097
5,1,1,0,2018,12.000245094133895
5,1,1,1,2018,12.137096843899103
5,1,1,2,2018,12.297057107462507
5,1,2,3,2018,13.521174119131716
5,1,2,4,2018,13.87258570891098
5,1,2,5,2018,14.387306704635366
5,1,2,6,2018,14.216784359454469
5,1,2,0,2018,13.025591794867193
5,1,2,1,2018,13.555359638072131
5,1,2,2,2018,13.632434222181848
5,1,2,3,2018,13.521174119131716
5,1,2,4,2018,13.87258570891098
5,1,2,5,2018,14.387306704635366
5,1,2,6,2018,14.216784359454469
5,1,2,0,2018,13.025591794867193
5,1,2,1,2018,13.555359638072131
5,1,2,2,2018,13.632434222181848
5,1,2,3,2018,13.521174119131716
5,1,2,4,2018,13.87258570891098
5,1,2,5,2018,14.387306704635366
5,1,2,6,2018,14.216784359454469
5,1,2,0,2018,13.025591794867193
5,1,2,1,2018,13.555359638072131
5,1,2,2,2018,13.632434222181848
5,1,2,3,2018,13.521174119131716
5,1,2,4,2018,13.87258570891098
5,1,2,5,2018,14.387306704635366
5,1,2,6,2018,14.216784359454469
5,1,2,0,2018,13.025591794867193
5,1,2,1,2018,13.555359638072131
5,1,2,2,2018,13.632434222181848
5,1,3,3,2018,16.677657574328332
5,1,3,4,2018,17.568652976093468
5,1,3,5,2018,18.67421908742466
5,1,3,6,2018,19.063762181160733
5,1,3,0,2018,14.709401910479473
5,1,3,1,2018,16.27450320473541
5,1,3,2,2018,16.288789166707364
5,1,3,3,2018,16.677657574328332
5,1,3,4,2018,17.568652976093468
5,1,3,5,2018,18.67421908742466
5,1,3,6,2018,19.063762181160733
5,1,3,0,2018,14.709401910479473
5,1,3,1,2018,16.27450320473541
5,1,3,2,2018,16.288789166707364
5,1,3,3,2018,16.677657574328332
5,1,3,4,2018,17.568652976093468
5,1,3,5,2018,18.67421908742466
5,1,3,6,2018,19.063762181160733
5,1,3,0,2018,14.709401910479473
5,1,3,1,2018,16.27450320473541
5,1,3,2,2018,16.288789166707364
5,1,3,3,2018,16.677657574328332
5,1,3,4,2018,17.568652976093468
5,1,3,5,2018,18.67421908742466
5,1,3,6,2018,19.063762181160733
5,1,3,0,2018,14.709401910479473
5,1,3,1,2018,16.27450320473541
5,1,3,2,2018,16.288789166707364
5,1,3,3,2018,16.677657574328332
5,1,3,4,2018,17.568652976093468
5,1,3,5,2018,18.67421908742466
6,1,1,0,2018,11.949776375061415
6,1,1,1,2018,12.13305725471108
6,1,1,2,2018,12.294991531999374
6,1,1,3,2018,11.81879096307066
6,1,1,4,2018,11.659254716758847
6,1,1,5,2018,11.82218958905284
6,1,1,6,2018,11.254419068727305
6,1,1,0,2018,11.949776375061415
6,1,1,1,2018,12.13305725471108
6,1,1,2,2018,12.294991531999374
6,1,1,3,2018,11.81879096307066
6,1,1,4,2018,11.659254716758847
6,1,1,5,2018,11.82218958905284
6,1,1,6,2018,11.254419068727305
6,1,1,0,2018,11.949776375061415
6,1,1,1,2018,12.13305725471108
6,1,1,2,2018,12.294991531999374
6,1,1,3,2018,11.81879096307066
6,1,1,4,2018,11.659254716758847
6,1,1,5,2018,11.82218958905284
6,1,1,6,2018,11.254419068727305
6,1,1,0,2018,11.949776375061415
6,1,1,1,2018,12.13305725471108
6,1,1,2,2018,12.294991531999374
6,1,1,3,2018,11.81879096307066
6,1,1,4,2018,11.659254716758847
6,1,1,5,2018,11.82218958905284
6,1,1,6,2018,11.254419068727305
6,1,1,0,2018,11.949776375061415
6,1,1,1,2018,12.13305725471108
6,1,1,2,2018,12.294991531999374
6,1,2,3,2018,13.490760750112454
6,1,2,4,2018,13.859966518083784
6,1,2,5,2018,14.388398665644063
6,1,2,6,2018,14.086115332830683
6,1,2,0,2018,12.975123075794713
6,1,2,1,2018,13.551320048884108
6,1,2,2,2018,13.630368646718715
6,1,2,3,2018,13.490760750112454
6,1,2,4,2018,13.859966518083784
6,1,2,5,2018,14.388398665644063
6,1,2,6,2018,14.086115332830683
6,1,2,0,2018,12.975123075794713
6,1,2,1,2018,13.551320048884108
6,1,2,2,2018,13.630368646718715
6,1,2,3,2018,13.490760750112454
6,1,2,4,2018,13.859966518083784
6,1,2,5,2018,14.388398665644063
6,1,2,6,2018,14.086115332830683
6,1,2,0,2018,12.975123075794713
6,1,2,1,2018,13.551320048884108
6,1,2,2,2018,13.630368646718715
6,1,2,3,2018,13.490760750112454
6,1,2,4,2018,13.859966518083784
6,1,2,5,2018,14.388398665644063
6,1,2,6,2018,14.086115332830683
6,1,2,0,2018,12.975123075794713
6,1,2,1,2018,13.551320048884108
6,1,2,2,2018,13.630368646718715
6,1,3,3,2018,16.647244205309065
6,1,3,4,2018,17.556033785266266
6,1,3,5,2018,18.675311048433365
6,1,3,6,2018,18.933093154536948
6,1,3,0,2018,14.658933191406993
6,1,3,1,2018,16.27046361554739
6,1,3,2,2018,16.286723591244233
6,1,3,3,2018,16.647244205309065
6,1,3,4,2018,17.556033785266266
6,1,3,5,2018,18.675311048433365
6,1,3,6,2018,18.933093154536948
6,1,3,0,2018,14.658933191406993
6,1,3,1,2018,16.27046361554739
6,1,3,2,2018,16.286723591244233
6,1,3,3,2018,16.647244205309065
6,1,3,4,2018,17.556033785266266
6,1,3,5,2018,18.675311048433365
6,1,3,6,2018,18.933093154536948
6,1,3,0,2018,14.658933191406993
6,1,3,1,2018,16.27046361554739
6,1,3,2,2018,16.286723591244233
6,1,3,3,2018,16.647244205309065
6,1,3,4,2018,17.556033785266266
6,1,3,5,2018,18.675311048433365
6,1,3,6,2018,18.933093154536948
6,1,3,0,2018,14.658933191406993
6,1,3,1,2018,16.27046361554739
6,1,3,2,2018,16.286723591244233
6,1,3,3,2018,16.647244205309065
6,1,3,4,2018,17.556033785266266
6,1,3,5,2018,18.675311048433365
7,1,1,0,2018,11.022924872768996
7,1,1,1,2018,10.760622370458343
7,1,1,2,2018,10.975207576356778
7,1,1,3,2018,10.429866567187693
7,1,1,4,2018,9.858096207298242
7,1,1,5,2018,9.810480774232735
7,1,1,6,2018,9.13698421744717
7,1,1,0,2018,11.022924872768996
7,1,1,1,2018,10.760622370458343
7,1,1,2,2018,10.975207576356778
7,1,1,3,2018,10.429866567187693
7,1,1,4,2018,9.858096207298242
7,1,1,5,2018,9.810480774232735
7,1,1,6,2018,9.13698421744717
7,1,1,0,2018,11.022924872768996
7,1,1,1,2018,10.760622370458343
7,1,1,2,2018,10.975207576356778
7,1,1,3,2018,10.429866567187693
7,1,1,4,2018,9.858096207298242
7,1,1,5,2018,9.810480774232735
7,1,1,6,2018,9.13698421744717
7,1,1,0,2018,11.022924872768996
7,1,1,1,2018,10.760622370458343
7,1,1,2,2018,10.975207576356778
7,1,1,3,2018,10.429866567187693
7,1,1,4,2018,9.858096207298242
7,1,1,5,2018,9.810480774232735
7,1,1,6,2018,9.13698421744717
7,1,1,0,2018,11.022924872768996
7,1,1,1,2018,10.760622370458343
7,1,1,2,2018,10.975207576356778
7,1,2,3,2018,12.101836354229457
7,1,2,4,2018,12.058808008623197
7,1,2,5,2018,12.376689850823961
7,1,2,6,2018,11.968680481550539
7,1,2,0,2018,12.048271573502287
7,1,2,1,2018,12.178885164631371
7,1,2,2,2018,12.310584691076116
7,1,2,3,2018,12.101836354229457
7,1,2,4,2018,12.058808008623197
7,1,2,5,2018,12.376689850823961
7,1,2,6,2018,11.968680481550539
7,1,2,0,2018,12.048271573502287
7,1,2,1,2018,12.178885164631371
7,1,2,2,2018,12.310584691076116
7,1,2,3,2018,12.101836354229457
7,1,2,4,2018,12.058808008623197
7,1,2,5,2018,12.376689850823961
7,1,2,6,2018,11.968680481550539
7,1,2,0,2018,12.048271573502287
7,1,2,1,2018,12.178885164631371
7,1,2,2,2018,12.310584691076116
7,1,2,3,2018,12.101836354229457
7,1,2,4,2018,12.058808008623197
7,1,2,5,2018,12.376689850823961
7,1,2,6,2018,11.968680481550539
7,1,2,0,2018,12.048271573502287
7,1,2,1,2018,12.178885164631371
7,1,2,2,2018,12.310584691076116
7,1,3,3,2018,15.258319809426064
7,1,3,4,2018,15.754875275805638
7,1,3,5,2018,16.663602233613197
7,1,3,6,2018,16.81565830325675
7,1,3,0,2018,13.73208168911457
7,1,3,1,2018,14.898028731294602
7,1,3,2,2018,14.966939635601587
7,1,3,3,2018,15.258319809426064
7,1,3,4,2018,15.754875275805638
7,1,3,5,2018,16.663602233613197
7,1,3,6,2018,16.81565830325675
7,1,3,0,2018,13.73208168911457
7,1,3,1,2018,14.898028731294602
7,1,3,2,2018,14.966939635601587
7,1,3,3,2018,15.258319809426064
7,1,3,4,2018,15.754875275805638
7,1,3,5,2018,16.663602233613197
7,1,3,6,2018,16.81565830325675
7,1,3,0,2018,13.73208168911457
7,1,3,1,2018,14.898028731294602
7,1,3,2,2018,14.966939635601587
7,1,3,3,2018,15.258319809426064
7,1,3,4,2018,15.754875275805638
7,1,3,5,2018,16.663602233613197
7,1,3,6,2018,16.81565830325675
7,1,3,0,2018,13.73208168911457
7,1,3,1,2018,14.898028731294602
7,1,3,2,2018,14.966939635601587
7,1,3,3,2018,15.258319809426064
7,1,3,4,2018,15.754875275805638
7,1,3,5,2018,16.663602233613197
8,1,1,0,2018,17.46336604262221
8,1,1,1,2018,20.76017133821186
8,1,1,2,2018,20.903591307821905
8,1,1,3,2018,22.245985900790533
8,1,1,4,2018,23.78041035028913
8,1,1,5,2018,25.273989845307828
8,1,1,6,2018,26.664184322521802
8,1,1,0,2018,17.46336604262221
8,1,1,1,2018,20.76017133821186
8,1,1,2,2018,20.903591307821905
8,1,1,3,2018,22.245985900790533
8,1,1,4,2018,23.78041035028913
8,1,1,5,2018,25.273989845307828
8,1,1,6,2018,26.664184322521802
8,1,1,0,2018,17.46336604262221
8,1,1,1,2018,20.76017133821186
8,1,1,2,2018,20.903591307821905
8,1,1,3,2018,22.245985900790533
8,1,1,4,2018,23.78041035028913
8,1,1,5,2018,25.273989845307828
8,1,1,6,2018,26.664184322521802
8,1,1,0,2018,17.46336604262221
8,1,1,1,2018,20.76017133821186
8,1,1,2,2018,20.903591307821905
8,1,1,3,2018,22.245985900790533
8,1,1,4,2018,23.78041035028913
8,1,1,5,2018,25.273989845307828
8,1,1,6,2018,26.664184322521802
8,1,1,0,2018,17.46336604262221
8,1,1,1,2018,20.76017133821186
8,1,1,2,2018,20.903591307821905
8,1,2,3,2018,23.91795568783231
8,1,2,4,2018,25.98112215161409
8,1,2,5,2018,27.840198921899045
8,1,2,6,2018,29.495880586625148
8,1,2,0,2018,18.488712743355507
8,1,2,1,2018,22.1784341323849
8,1,2,2,2018,22.23896842254126
8,1,2,3,2018,23.91795568783231
8,1,2,4,2018,25.98112215161409
8,1,2,5,2018,27.840198921899045
8,1,2,6,2018,29.495880586625148
8,1,2,0,2018,18.488712743355507
8,1,2,1,2018,22.1784341323849
8,1,2,2,2018,22.23896842254126
8,1,2,3,2018,23.91795568783231
8,1,2,4,2018,25.98112215161409
8,1,2,5,2018,27.840198921899045
8,1,2,6,2018,29.495880586625148
8,1,2,0,2018,18.488712743355507
8,1,2,1,2018,22.1784341323849
8,1,2,2,2018,22.23896842254126
8,1,2,3,2018,23.91795568783231
8,1,2,4,2018,25.98112215161409
8,1,2,5,2018,27.840198921899045
8,1,2,6,2018,29.495880586625148
8,1,2,0,2018,18.488712743355507
8,1,2,1,2018,22.1784341323849
8,1,2,2,2018,22.23896842254126
8,1,3,3,2018,27.074439143028915
8,1,3,4,2018,29.67718941879653
8,1,3,5,2018,32.12711130468803
8,1,3,6,2018,34.34285840833112
8,1,3,0,2018,20.172522858967806
8,1,3,1,2018,24.897577699048153
8,1,3,2,2018,24.89532336706675
8,1,3,3,2018,27.074439143028915
8,1,3,4,2018,29.67718941879653
8,1,3,5,2018,32.12711130468803
8,1,3,6,2018,34.34285840833112
8,1,3,0,2018,20.172522858967806
8,1,3,1,2018,24.897577699048153
8,1,3,2,2018,24.89532336706675
8,1,3,3,2018,27.074439143028915
8,1,3,4,2018,29.67718941879653
8,1,3,5,2018,32.12711130468803
8,1,3,6,2018,34.34285840833112
8,1,3,0,2018,20.172522858967806
8,1,3,1,2018,24.897577699048153
8,1,3,2,2018,24.89532336706675
8,1,3,3,2018,27.074439143028915
8,1,3,4,2018,29.67718941879653
8,1,3,5,2018,32.12711130468803
8,1,3,6,2018,34.34285840833112
8,1,3,0,2018,20.172522858967806
8,1,3,1,2018,24.897577699048153
8,1,3,2,2018,24.89532336706675
8,1,3,3,2018,27.074439143028915
8,1,3,4,2018,29.67718941879653
8,1,3,5,2018,32.12711130468803
9,1,1,0,2018,15.34548172931105
9,1,1,1,2018,17.576171003676805
9,1,1,2,2018,17.687985671683514
9,1,1,3,2018,18.521063794463263
9,1,1,4,2018,19.410014054663954
9,1,1,5,2018,20.447734473558597
9,1,1,6,2018,20.987662847311512
9,1,1,0,2018,15.34548172931105
9,1,1,1,2018,17.576171003676805
9,1,1,2,2018,17.687985671683514
9,1,1,3,2018,18.521063794463263
9,1,1,4,2018,19.410014054663954
9,1,1,5,2018,20.447734473558597
9,1,1,6,2018,20.987662847311512
9,1,1,0,2018,15.34548172931105
